RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
0,8::28371,8::28371,0
1,8::40306,8::40306,0
2,8::85279,8::85279,0
3,8::28371,8::91764,1
4,8::85279,8::97723,1
5,8::85279,8::105468,1
6,8::85279,8::106690,1
7,32::28371,32::3203,1
8,32::3204,32::7978,1
9,32::3203,32::8670,1
10,32::3203,32::12847,1
11,32::3203,32::83734,1
12,57::85279,57::9145,1
13,57::106690,57::9152,1
14,57::106690,57::23849,1
15,57::106690,57::29455,1
16,57::106690,57::65215,1
17,57::106690,57::85166,1
18,57::106690,57::101198,1
19,147::101198,147::19354,1
20,147::19355,147::19622,1
21,147::19798,147::22728,1
22,147::24098,147::27421,1
23,147::28371,147::30118,1
24,147::32098,147::31053,1
25,147::32098,147::33163,1
26,147::34298,147::35908,1
27,147::38394,147::38536,1
28,147::Unknown,147::38853,1
29,147::Unknown,147::44414,1
30,147::44519,147::45368,1
31,147::46394,147::47658,1
32,147::49198,147::50538,1
33,147::51298,147::54173,1
34,147::54935,147::55826,1
35,147::57051,147::56555,1
36,147::58394,147::56742,1
37,147::57051,147::60219,1
38,147::60919,147::70781,1
39,147::73019,147::72740,1
40,147::73035,147::73561,1
41,147::74493,147::75061,1
42,147::76519,147::78003,1
43,147::79451,147::85755,1
44,147::86451,147::87453,1
45,147::89619,147::87499,1
46,147::88219,147::88108,1
47,147::89619,147::88649,1
48,147::89051,147::89560,1
49,147::90651,147::90178,1
50,147::85279,147::90442,1
51,147::85279,147::91138,1
52,147::28371,147::93282,1
53,147::91138,147::94771,1
54,147::96042,147::99246,1
55,147::101562,147::105832,0
56,233::105833,233::2716,1
57,242::Unknown,242::6704,1
58,242::6705,242::45650,1
59,259::102,259::11568,1
60,302::102,302::8232,1
61,302::102,302::28061,1
62,319::102,319::22091,1
63,319::1024,319::57151,1
64,319::1024,319::59208,1
65,319::62498,319::89224,1
66,319::105832,319::96577,1
67,336::102,336::29658,1
68,372::104,372::5584,1
69,372::102,372::41072,0
70,372::44694,372::65754,1
71,372::105832,372::93030,1
72,427::1058,427::21127,1
73,485::102,485::27229,1
74,485::10294,485::44046,1
75,485::102730,485::49978,1
76,485::53094,485::84972,1
77,485::105832,485::89549,1
78,485::105832,485::95152,1
79,485::105832,485::97386,1
80,521::104,521::78592,1
81,521::105833,521::79054,1
82,538::10294,538::16972,1
83,620::104,620::71735,1
84,620::78494,620::73515,1
85,788::10494,788::1263,1
86,788::17994,788::1423,1
87,788::145,788::10680,1
88,788::11119,788::17308,1
89,788::18251,788::17711,1
90,788::18251,788::19812,1
91,788::20493,788::21566,1
92,788::22193,788::25795,1
93,788::28371,788::28115,1
94,788::29493,788::30669,1
95,788::32795,788::31272,1
96,788::32795,788::31503,1
97,788::31919,788::31994,0
98,788::32395,788::37851,1
99,788::39235,788::40001,1
100,788::105832,788::41461,1
101,788::105832,788::41911,1
102,788::105832,788::42525,1
103,788::105832,788::44166,1
104,788::44167,788::49031,1
105,788::105832,788::49329,1
106,788::49330,788::51379,1
107,788::51994,788::51985,1
108,788::53098,788::52177,1
109,788::53098,788::52355,1
110,788::52542,788::54005,1
111,788::54298,788::55395,1
112,788::56051,788::59979,1
113,788::60119,788::60349,1
114,788::60919,788::60597,1
115,788::60919,788::61823,1
116,788::62051,788::63285,1
117,788::63793,788::64432,1
118,788::64851,788::64555,1
119,788::64851,788::71664,1
120,788::72019,788::76566,1
121,788::76668,788::78108,1
122,788::Unknown,788::80417,1
123,788::80919,788::83503,1
124,788::83694,788::92968,1
125,788::Unknown,788::93594,1
126,788::Unknown,788::96951,1
127,788::Unknown,788::100668,1
128,788::Unknown,788::100884,1
129,788::101111,788::101946,1
130,788::102111,788::102218,0
131,788::102555,788::102248,1
132,788::102273,788::102824,0
133,788::103111,788::106833,1
134,819::106833,819::45897,1
135,819::46019,819::80924,1
136,913::102218,913::17855,1
137,934::102248,934::2300,1
138,934::2300,934::30201,0
139,934::30651,934::35259,1
140,934::36298,934::49058,1
141,934::50119,934::49408,1
142,934::50119,934::53002,1
143,934::54005,934::57359,1
144,934::59979,934::72005,1
145,934::73093,934::75998,1
146,934::78493,934::79828,1
147,934::80593,934::104426,1
148,970::104426,970::26954,1
149,970::31994,970::39694,0
150,970::102824,970::41610,1
151,970::102824,970::54333,1
152,970::30201,970::63930,1
153,970::102824,970::76601,1
154,1016::30201,1016::40625,1
155,1016::102824,1016::66073,1
156,1016::102824,1016::83675,1
157,1016::102824,1016::87923,1
158,1016::102824,1016::92302,1
159,1033::30201,1033::71493,1
160,1049::30201,1049::10192,1
161,1049::30201,1049::92465,1
162,1094::102824,1094::102129,0
163,1103::102824,1103::33703,1
164,1103::102824,1103::52867,1
165,1103::102824,1103::66759,1
166,1103::71493,1103::87652,1
167,1113::102824,1113::5424,1
168,1113::102824,1113::75182,1
169,1113::102824,1113::96703,1
170,1149::102824,1149::12708,1
171,1149::102824,1149::50255,1
172,1263::102824,1263::788,1
173,1263::102824,1263::9145,1
174,1263::102824,1263::12299,1
175,1263::10224,1263::19812,1
176,1263::20493,1263::21779,1
177,1263::24594,1263::23849,0
178,1263::26694,1263::32598,1
179,1263::34293,1263::40523,1
180,1263::41610,1263::41461,0
181,1263::43298,1263::42525,1
182,1263::44198,1263::44166,0
183,1263::44698,1263::44871,0
184,1263::46394,1263::45276,1
185,1263::46398,1263::47252,1
186,1263::47593,1263::49031,0
187,1263::50151,1263::49268,1
188,1263::50193,1263::51379,0
189,1263::52398,1263::52177,1
190,1263::53093,1263::53624,1
191,1263::54293,1263::58464,1
192,1263::59998,1263::59979,0
193,1263::60993,1263::60597,0
194,1263::62319,1263::61937,0
195,1263::62598,1263::62346,1
196,1263::62598,1263::75445,1
197,1263::76598,1263::80743,1
198,1263::81993,1263::81173,0
199,1263::81951,1263::82073,1
200,1263::60597,1263::84229,1
201,1263::60597,1263::86268,1
202,1263::60597,1263::92419,1
203,1263::101470,1263::94282,1
204,1263::95542,1263::100668,1
205,1263::101111,1263::100884,1
206,1263::101111,1263::101063,1
207,1263::101066,1263::101198,1
208,1263::101235,1263::101946,1
209,1263::102111,1263::102185,0
210,1296::60597,1296::22563,1
211,1320::101063,1320::65423,1
212,1320::65423,1320::75324,1
213,1328::101063,1328::9766,1
214,1328::101063,1328::12417,1
215,1328::13493,1328::98097,1
216,1352::101063,1352::102362,1
217,1423::Unknown,1423::788,1
218,1423::101,1423::19812,1
219,1423::102362,1423::23849,1
220,1423::245,1423::28115,1
221,1423::30198,1423::30669,0
222,1423::32798,1423::30712,1
223,1423::30713,1423::31272,1
224,1423::31598,1423::31994,0
225,1423::32198,1423::35010,1
226,1423::35193,1423::37851,0
227,1423::38498,1423::41461,1
228,1423::42098,1423::41911,1
229,1423::42098,1423::44166,1
230,1423::44694,1423::44712,1
231,1423::45319,1423::49031,0
232,1423::50119,1423::49329,1
233,1423::50119,1423::49394,1
234,1423::50151,1423::51985,0
235,1423::53019,1423::52177,1
236,1423::52442,1423::53624,0
237,1423::54051,1423::59979,1
238,1423::60419,1423::60597,0
239,1423::61937,1423::61823,0
240,1423::62419,1423::63285,1
