RowIndex,GeneratedInteraction,RealInteraction,ErrorFlag
0,2::54,2::51,1
1,2::51,2::52,1
2,2::53,2::53,0
3,2::51,2::54,1
4,2::55,2::55,0
5,2::56,2::56,0
6,2::57,2::57,0
7,2::58,2::58,0
8,2::59,2::59,0
9,2::60,2::60,0
10,2::61,2::61,0
11,2::62,2::62,0
12,2::63,2::63,0
13,2::64,2::64,0
14,2::65,2::65,0
15,2::66,2::66,0
16,2::67,2::67,0
17,2::68,2::68,0
18,2::69,2::69,0
19,2::70,2::70,0
20,2::71,2::71,0
21,2::72,2::72,0
22,2::73,2::73,0
23,2::74,2::74,0
24,2::75,2::75,0
25,2::76,2::76,0
26,2::77,2::77,0
27,2::78,2::78,0
28,2::79,2::79,0
29,2::80,2::80,0
30,2::81,2::81,0
31,2::82,2::82,0
32,2::83,2::83,0
33,2::84,2::84,0
34,2::85,2::85,0
35,2::86,2::86,0
36,2::87,2::87,0
37,2::88,2::88,0
38,2::89,2::89,0
39,2::90,2::90,0
40,2::91,2::91,0
41,2::92,2::92,0
42,2::93,2::93,0
43,2::94,2::94,0
44,2::95,2::95,0
45,2::96,2::96,0
46,2::97,2::97,0
47,2::98,2::98,0
48,2::99,2::99,0
49,2::100,2::100,0
50,3::98,3::101,1
51,3::102,3::102,0
52,3::103,3::103,0
53,3::104,3::104,0
54,3::105,3::105,0
55,3::106,3::106,0
56,3::107,3::107,0
57,3::108,3::108,0
58,3::109,3::109,0
59,3::110,3::110,0
60,3::111,3::111,0
61,3::112,3::112,0
62,3::113,3::113,0
63,3::114,3::114,0
64,3::115,3::115,0
65,3::116,3::116,0
66,3::117,3::117,0
67,3::118,3::118,0
68,3::119,3::119,0
69,3::120,3::120,0
70,3::121,3::121,0
71,3::122,3::122,0
72,3::123,3::123,0
73,3::124,3::124,0
74,3::125,3::125,0
75,3::126,3::126,0
76,3::127,3::127,0
77,3::128,3::128,0
78,3::129,3::129,0
79,3::130,3::130,0
80,3::131,3::131,0
81,3::132,3::132,0
82,3::133,3::133,0
83,3::134,3::134,0
84,3::135,3::135,0
85,3::136,3::136,0
86,3::137,3::137,0
87,3::138,3::138,0
88,3::139,3::139,0
89,3::140,3::140,0
90,3::141,3::141,0
91,3::142,3::142,0
92,3::143,3::143,0
93,3::144,3::144,0
94,3::145,3::145,0
95,3::146,3::146,0
96,3::147,3::147,0
97,3::148,3::148,0
98,3::149,3::149,0
99,3::150,3::150,0
100,Unknown,4::51,1
101,4::52,4::53,1
102,4::54,4::64,1
103,4::65,4::65,0
104,4::66,4::70,1
105,4::71,4::72,1
106,4::74,4::77,1
107,4::78,4::151,1
108,4::152,4::152,0
109,4::153,4::153,0
110,4::154,4::154,0
111,4::155,4::155,0
112,4::156,4::156,0
113,4::157,4::157,0
114,4::158,4::158,0
115,4::159,4::159,0
116,4::160,4::160,0
117,4::161,4::161,0
118,4::162,4::162,0
119,4::163,4::163,0
120,4::164,4::164,0
121,4::165,4::165,0
122,4::166,4::166,0
123,4::167,4::167,0
124,4::168,4::168,0
125,4::169,4::169,0
126,4::170,4::170,0
127,4::171,4::171,0
128,4::172,4::172,0
129,4::173,4::173,0
130,4::174,4::174,0
131,4::175,4::175,0
132,4::176,4::176,0
133,4::177,4::177,0
134,4::178,4::178,0
135,4::179,4::179,0
136,4::180,4::180,0
137,4::181,4::181,0
138,4::182,4::182,0
139,4::183,4::183,0
140,4::184,4::184,0
141,4::185,4::185,0
142,4::186,4::186,0
143,4::187,4::187,0
144,4::188,4::188,0
145,4::189,4::189,0
146,4::190,4::190,0
147,4::191,4::191,0
148,4::192,4::192,0
149,4::193,4::193,0
150,Unknown,5::53,1
151,5::54,5::154,0
152,5::155,5::173,1
153,5::174,5::182,1
154,5::193,5::190,0
155,5::193,5::194,0
156,5::195,5::195,0
157,5::196,5::196,0
158,5::197,5::197,0
159,5::198,5::198,0
160,5::199,5::199,0
161,5::200,5::200,0
162,5::201,5::201,0
163,5::202,5::202,0
164,5::203,5::203,0
165,5::204,5::204,0
166,5::205,5::205,0
167,5::206,5::206,0
168,5::207,5::207,0
169,5::208,5::208,0
170,5::209,5::209,0
171,5::210,5::210,0
172,5::211,5::211,0
173,5::212,5::212,0
174,5::213,5::213,0
175,5::214,5::214,0
176,5::215,5::215,0
177,5::216,5::216,0
178,5::217,5::217,0
179,5::218,5::218,0
180,5::219,5::219,0
181,5::220,5::220,0
182,5::221,5::221,0
183,5::222,5::222,0
184,5::223,5::223,0
185,5::224,5::224,0
186,5::225,5::225,0
187,5::226,5::226,0
188,5::227,5::227,0
189,5::228,5::228,0
190,5::229,5::229,0
191,5::230,5::230,0
192,5::231,5::231,0
193,5::232,5::232,0
194,5::233,5::233,0
195,5::234,5::234,0
196,5::235,5::235,0
197,5::236,5::236,0
198,5::237,5::237,0
199,5::238,5::238,0
200,6::238,6::77,1
201,6::78,6::239,1
202,6::240,6::240,0
203,6::241,6::241,0
204,6::242,6::242,0
205,6::243,6::243,0
206,6::244,6::244,0
207,6::245,6::245,0
208,6::246,6::246,0
209,6::247,6::247,0
210,6::248,6::248,0
211,6::249,6::249,0
212,6::250,6::250,0
213,6::251,6::251,0
214,6::252,6::252,0
215,6::253,6::253,0
216,6::254,6::254,0
217,6::255,6::255,0
218,6::256,6::256,0
219,6::257,6::257,0
220,6::258,6::258,0
221,6::259,6::259,0
222,6::260,6::260,0
223,6::261,6::261,0
224,6::262,6::262,0
225,6::263,6::263,0
226,6::264,6::264,0
227,6::265,6::265,0
228,6::266,6::266,0
229,6::267,6::267,0
230,6::268,6::268,0
231,6::269,6::269,0
232,6::270,6::270,0
233,6::271,6::271,0
234,6::272,6::272,0
235,6::273,6::273,0
236,6::274,6::274,0
237,6::275,6::275,0
238,6::276,6::276,0
239,6::277,6::277,0
240,6::278,6::278,0
241,6::279,6::279,0
242,6::280,6::280,0
243,6::281,6::281,0
244,6::282,6::282,0
245,6::283,6::283,0
246,6::284,6::284,0
247,6::285,6::285,0
248,6::286,6::286,0
249,6::287,6::287,0
250,7::285,7::55,1
251,7::56,7::67,1
252,7::68,7::89,1
253,7::91,7::257,1
254,7::258,7::288,0
255,7::290,7::289,0
256,7::290,7::290,0
257,7::291,7::291,0
258,7::292,7::292,0
259,7::293,7::293,0
260,7::294,7::294,0
261,7::295,7::295,0
262,7::296,7::296,0
263,7::297,7::297,0
264,7::298,7::298,0
265,7::299,7::299,0
266,7::300,7::300,0
267,7::301,7::301,0
268,7::302,7::302,0
269,7::303,7::303,0
270,7::304,7::304,0
271,7::305,7::305,0
272,7::306,7::306,0
273,7::307,7::307,0
274,7::308,7::308,0
275,7::309,7::309,0
276,7::310,7::310,0
277,7::311,7::311,0
278,7::312,7::312,0
279,7::313,7::313,0
280,7::314,7::314,0
281,7::315,7::315,0
282,7::316,7::316,0
283,7::317,7::317,0
284,7::318,7::318,0
285,7::319,7::319,0
286,7::320,7::320,0
287,7::321,7::321,0
288,7::322,7::322,0
289,7::323,7::323,0
290,7::324,7::324,0
291,7::325,7::325,0
292,7::326,7::326,0
293,7::327,7::327,0
294,7::328,7::328,0
295,7::329,7::329,0
296,7::330,7::330,0
297,7::331,7::331,0
298,7::332,7::332,0
299,7::333,7::333,0
300,Unknown,8::71,1
301,8::72,8::89,1
302,8::90,8::97,1
303,8::99,8::251,1
304,8::252,8::257,0
305,8::263,8::265,0
306,8::271,8::288,1
307,8::291,8::289,0
308,8::290,8::291,0
309,8::292,8::292,0
310,8::293,8::295,0
311,8::296,8::296,0
312,8::297,8::298,0
313,8::299,8::300,1
314,8::301,8::302,0
315,8::303,8::311,1
316,8::312,8::323,0
317,8::324,8::334,0
318,8::335,8::335,0
319,8::336,8::336,0
320,8::337,8::337,0
321,8::339,8::338,0
322,8::339,8::339,0
323,8::340,8::340,0
324,8::341,8::341,0
325,8::342,8::342,0
326,8::343,8::343,0
327,8::344,8::344,0
328,8::345,8::345,0
329,8::346,8::346,0
330,8::347,8::347,0
331,8::348,8::348,0
332,8::349,8::349,0
333,8::350,8::350,0
334,8::351,8::351,0
335,8::352,8::352,0
336,8::353,8::353,0
337,8::354,8::354,0
338,8::355,8::355,0
339,8::356,8::356,0
340,8::357,8::357,0
341,8::358,8::358,0
342,8::359,8::359,0
343,8::360,8::360,0
344,8::361,8::361,0
345,8::362,8::362,0
346,8::363,8::363,0
347,8::364,8::364,0
348,8::365,8::365,0
349,8::366,8::366,0
350,9::,9::8,0
351,9::9,9::367,1
352,9::368,9::368,0
353,9::369,9::369,0
354,9::370,9::370,0
355,9::371,9::371,0
356,9::372,9::372,0
357,9::373,9::373,0
358,9::374,9::374,0
359,9::375,9::375,0
360,9::376,9::376,0
361,9::377,9::377,0
362,9::378,9::378,0
363,9::379,9::379,0
364,9::380,9::380,0
365,9::381,9::381,0
366,9::382,9::382,0
367,9::383,9::383,0
368,9::384,9::384,0
369,9::385,9::385,0
370,9::386,9::386,0
371,9::387,9::387,0
372,9::388,9::388,0
373,9::389,9::389,0
374,9::390,9::390,0
375,9::391,9::391,0
376,9::392,9::392,0
377,9::393,9::393,0
378,9::394,9::394,0
379,9::395,9::395,0
380,9::396,9::396,0
381,9::397,9::397,0
382,9::398,9::398,0
383,9::399,9::399,0
384,9::400,9::400,0
385,9::401,9::401,0
386,9::402,9::402,0
387,9::403,9::403,0
388,9::404,9::404,0
389,9::405,9::405,0
390,9::406,9::406,0
391,9::407,9::407,0
392,9::408,9::408,0
393,9::409,9::409,0
394,9::410,9::410,0
395,9::411,9::411,0
396,9::412,9::412,0
397,9::413,9::413,0
398,9::414,9::414,0
399,9::415,9::415,0
400,Unknown,10::154,1
401,10::155,10::159,0
402,10::160,10::196,0
403,10::200,10::199,1
404,10::200,10::200,0
405,10::201,10::208,0
406,10::211,10::217,0
407,10::219,10::219,0
408,10::220,10::225,0
409,10::233,10::228,1
410,10::233,10::229,1
411,10::230,10::416,1
412,10::417,10::417,0
413,10::418,10::418,0
414,10::419,10::419,0
415,10::420,10::420,0
416,10::421,10::421,0
417,10::422,10::422,0
418,10::423,10::423,0
419,10::424,10::424,0
420,10::425,10::425,0
421,10::426,10::426,0
422,10::427,10::427,0
423,10::428,10::428,0
424,10::429,10::429,0
425,10::430,10::430,0
426,10::431,10::431,0
427,10::432,10::432,0
428,10::433,10::433,0
429,10::434,10::434,0
430,10::435,10::435,0
431,10::436,10::436,0
432,10::437,10::437,0
433,10::438,10::438,0
434,10::439,10::439,0
435,10::440,10::440,0
436,10::441,10::441,0
437,10::442,10::442,0
438,10::443,10::443,0
439,10::444,10::444,0
440,10::445,10::445,0
441,10::446,10::446,0
442,10::447,10::447,0
443,10::448,10::448,0
444,10::449,10::449,0
445,10::450,10::450,0
446,10::451,10::451,0
447,10::452,10::452,0
448,10::453,10::453,0
449,10::454,10::454,0
450,Unknown,11::67,1
451,11::68,11::89,0
452,11::90,11::157,1
453,11::158,11::230,1
454,11::67,11::234,1
455,11::235,11::288,1
456,11::300,11::289,1
457,11::290,11::292,0
458,11::293,11::294,0
459,11::295,11::295,0
460,11::296,11::300,1
461,11::301,11::301,0
462,11::302,11::304,0
463,11::305,11::306,0
464,11::307,11::325,1
465,11::326,11::327,0
466,11::329,11::329,0
467,11::330,11::344,1
468,11::346,11::349,0
469,11::350,11::455,1
470,11::456,11::456,0
471,11::457,11::457,0
472,11::458,11::458,0
473,11::459,11::459,0
474,11::460,11::460,0
475,11::461,11::461,0
476,11::462,11::462,0
477,11::463,11::463,0
478,11::464,11::464,0
479,11::465,11::465,0
480,11::466,11::466,0
481,11::467,11::467,0
482,11::468,11::468,0
483,11::469,11::469,0
484,11::470,11::470,0
485,11::471,11::471,0
486,11::472,11::472,0
487,11::473,11::473,0
488,11::474,11::474,0
489,11::475,11::475,0
490,11::476,11::476,0
491,11::477,11::477,0
492,11::478,11::478,0
493,11::479,11::479,0
494,11::480,11::480,0
495,11::481,11::481,0
496,11::482,11::482,0
497,11::483,11::483,0
498,11::484,11::484,0
499,11::485,11::485,0
500,Unknown,12::72,1
501,12::73,12::189,1
502,12::189,12::191,0
503,12::192,12::230,1
504,12::233,12::288,1
505,12::292,12::300,1
506,12::301,12::333,1
507,12::336,12::344,1
508,12::346,12::377,1
509,12::383,12::378,0
510,12::383,12::405,1
511,12::408,12::407,0
512,12::408,12::466,1
513,12::467,12::486,0
514,12::487,12::487,0
515,12::488,12::488,0
516,12::489,12::489,0
517,12::490,12::490,0
518,12::491,12::491,0
519,12::492,12::492,0
520,12::493,12::493,0
521,12::494,12::494,0
522,12::495,12::495,0
523,12::496,12::496,0
524,12::497,12::497,0
525,12::498,12::498,0
526,12::499,12::499,0
527,12::500,12::500,0
528,12::501,12::501,0
529,12::502,12::502,0
530,12::503,12::503,0
531,12::504,12::504,0
532,12::505,12::505,0
533,12::506,12::506,0
534,12::507,12::507,0
535,12::508,12::508,0
536,12::509,12::509,0
537,12::510,12::510,0
538,12::511,12::511,0
539,12::512,12::512,0
540,12::513,12::513,0
541,12::514,12::514,0
542,12::515,12::515,0
543,12::516,12::516,0
544,12::517,12::517,0
545,12::518,12::518,0
546,12::519,12::519,0
547,12::520,12::520,0
548,12::521,12::521,0
549,12::522,12::522,0
550,Unknown,13::55,1
551,13::56,13::67,0
552,13::68,13::89,0
553,13::91,13::173,1
554,13::174,13::228,1
555,13::247,13::292,1
556,13::336,13::295,1
557,13::298,13::298,0
558,13::300,13::299,1
559,13::300,13::300,0
560,13::301,13::302,0
561,13::303,13::310,0
562,13::312,13::316,0
563,13::317,13::318,0
564,13::320,13::325,0
565,13::327,13::328,0
566,13::330,13::333,0
567,13::336,13::344,1
568,13::346,13::349,0
569,13::351,13::352,0
570,13::355,13::378,1
571,13::382,13::461,1
572,13::462,13::466,0
573,13::467,13::498,1
574,13::499,13::523,1
575,13::526,13::524,0
576,13::525,13::525,0
577,13::526,13::526,0
578,13::527,13::527,0
579,13::528,13::528,0
580,13::529,13::529,0
581,13::530,13::530,0
582,13::531,13::531,0
583,13::532,13::532,0
584,13::533,13::533,0
585,13::534,13::534,0
586,13::535,13::535,0
587,13::536,13::536,0
588,13::537,13::537,0
589,13::538,13::538,0
590,13::539,13::539,0
591,13::540,13::540,0
592,13::541,13::541,0
593,13::542,13::542,0
594,13::543,13::543,0
595,13::544,13::544,0
596,13::545,13::545,0
597,13::546,13::546,0
598,13::547,13::547,0
599,13::548,13::548,0
600,Unknown,14::549,1
601,14::550,14::550,0
602,14::551,14::551,0
603,14::552,14::552,0
604,14::553,14::553,0
605,14::554,14::554,0
606,14::555,14::555,0
607,14::556,14::556,0
608,14::557,14::557,0
609,14::558,14::558,0
610,14::559,14::559,0
611,14::560,14::560,0
612,14::561,14::561,0
613,14::562,14::562,0
614,14::563,14::563,0
615,14::564,14::564,0
616,14::565,14::565,0
617,14::566,14::566,0
618,14::567,14::567,0
619,14::568,14::568,0
620,14::569,14::569,0
621,14::570,14::570,0
622,14::571,14::571,0
623,14::572,14::572,0
624,14::573,14::573,0
625,14::574,14::574,0
626,14::575,14::575,0
627,14::576,14::576,0
628,14::577,14::577,0
629,14::578,14::578,0
630,14::579,14::579,0
631,14::580,14::580,0
632,14::581,14::581,0
633,14::582,14::582,0
634,14::583,14::583,0
635,14::584,14::584,0
636,14::585,14::585,0
637,14::586,14::586,0
638,14::587,14::587,0
639,14::588,14::588,0
640,14::589,14::589,0
641,14::590,14::590,0
642,14::591,14::591,0
643,14::592,14::592,0
644,14::593,14::593,0
645,14::594,14::594,0
646,14::595,14::595,0
647,14::596,14::596,0
648,14::597,14::597,0
649,14::598,14::598,0
650,15::596,15::69,1
651,15::70,15::154,1
652,15::155,15::159,0
653,15::160,15::197,1
654,15::198,15::203,1
655,15::205,15::205,0
656,15::206,15::212,1
657,15::216,15::215,0
658,15::216,15::218,0
659,15::219,15::222,1
660,15::224,15::227,0
661,15::233,15::233,0
662,15::236,15::266,0
663,15::269,15::429,0
664,15::432,15::511,1
665,15::512,15::599,1
666,15::600,15::600,0
667,15::602,15::601,0
668,15::602,15::602,0
669,15::603,15::603,0
670,15::604,15::604,0
671,15::605,15::605,0
672,15::606,15::606,0
673,15::607,15::607,0
674,15::608,15::608,0
675,15::609,15::609,0
676,15::610,15::610,0
677,15::611,15::611,0
678,15::612,15::612,0
679,15::613,15::613,0
680,15::614,15::614,0
681,15::615,15::615,0
682,15::616,15::616,0
683,15::617,15::617,0
684,15::618,15::618,0
685,15::619,15::619,0
686,15::620,15::620,0
687,15::621,15::621,0
688,15::622,15::622,0
689,15::623,15::623,0
690,15::624,15::624,0
